Tiempo [Seg.],Corriente [A],Tensión en el capacitor [V],Tensión de entrada [V],Tensión de salida [V]
0.13065,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13066,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13067,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13068,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13069,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1307,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13071,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13072,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13073,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13074,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13075,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13076,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13077,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13078,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13079,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1308,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13081,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13082,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13083,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13084,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13085,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13086,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13087,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13088,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13089,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1309,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13091,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13092,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13093,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13094,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13095,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13096,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13097,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13098,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13099,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.131,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13101,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13102,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13103,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13104,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13105,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13106,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13107,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13108,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13109,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1311,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13111,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13112,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13113,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13114,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13115,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13116,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13117,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13118,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13119,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1312,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13121,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13122,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13123,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13124,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13125,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13126,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13127,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13128,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13129,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1313,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13131,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13132,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13133,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13134,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13135,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13136,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13137,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13138,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13139,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1314,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13141,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13142,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13143,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13144,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13145,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13146,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13147,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13148,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13149,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1315,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13151,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13152,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13153,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13154,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13155,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13156,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13157,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13158,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13159,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1316,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13161,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13162,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13163,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13164,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13165,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13166,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13167,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13168,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13169,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1317,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13171,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13172,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13173,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13174,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13175,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13176,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13177,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13178,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13179,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1318,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13181,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13182,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13183,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13184,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13185,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13186,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13187,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13188,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13189,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1319,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13191,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13192,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13193,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13194,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13195,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13196,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13197,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13198,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13199,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.132,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13201,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13202,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13203,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13204,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13205,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13206,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13207,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13208,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13209,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1321,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13211,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13212,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13213,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13214,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13215,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13216,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13217,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13218,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13219,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1322,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13221,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13222,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13223,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13224,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13225,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13226,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13227,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13228,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13229,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1323,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13231,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13232,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13233,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13234,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13235,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13236,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13237,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13238,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13239,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1324,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13241,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13242,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13243,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13244,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13245,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13246,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13247,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13248,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13249,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1325,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13251,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13252,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13253,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13254,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13255,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13256,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13257,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13258,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13259,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1326,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13261,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13262,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13263,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13264,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13265,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13266,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13267,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13268,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13269,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1327,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13271,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13272,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13273,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13274,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13275,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13276,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13277,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13278,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13279,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1328,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13281,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13282,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13283,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13284,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13285,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13286,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13287,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13288,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13289,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1329,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13291,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13292,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13293,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13294,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13295,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13296,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13297,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13298,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13299,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.133,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13301,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13302,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13303,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13304,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13305,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13306,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13307,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13308,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13309,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1331,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13311,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13312,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13313,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13314,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13315,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13316,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13317,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13318,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13319,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1332,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13321,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13322,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13323,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13324,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13325,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13326,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13327,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13328,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13329,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1333,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13331,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13332,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13333,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13334,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13335,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13336,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13337,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13338,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13339,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1334,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13341,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13342,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13343,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13344,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13345,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13346,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13347,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13348,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13349,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1335,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13351,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13352,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13353,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13354,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13355,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13356,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13357,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13358,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13359,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1336,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13361,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13362,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13363,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13364,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13365,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13366,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13367,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13368,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13369,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1337,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13371,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13372,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13373,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13374,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13375,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13376,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13377,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13378,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13379,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1338,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13381,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13382,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13383,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13384,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13385,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13386,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13387,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13388,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13389,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1339,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13391,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13392,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13393,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13394,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13395,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13396,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13397,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13398,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13399,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.134,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13401,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13402,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13403,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13404,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13405,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13406,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13407,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13408,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13409,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1341,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13411,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13412,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13413,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13414,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13415,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13416,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13417,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13418,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13419,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1342,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13421,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13422,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13423,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13424,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13425,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13426,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13427,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13428,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13429,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1343,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13431,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13432,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13433,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13434,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13435,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13436,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13437,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13438,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13439,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.1344,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
0.13441,1.93596091376638E-14,11.9999999999957,12,4.25911401028603E-12
